Degree,Profession,Age,Gender,Leadership POS,Act Member POS,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,SS_1,SS_2,SS_3,SS_4,SS_5,SS_6,HS_1,HS_2,HS_3,HS_4,HS_5,HS_6,Soft Skills Ave,Hard Skills Ave,Database Management Skills,Java Programming Skills,Networking Skills,Python Programming Skills,System Design Skills,Web Development Skills,Cybersecurity Skills,Cloud Computing Skills,Data Structures & Algorithms,Machine Learning Skills,Programming Logic Skills,Software Engineering Skills,Artificial Intelligence Skills,Auditing Skills,Budgeting & Analysis Skills,Financial Accounting Skills,Taxation Skills,Risk Management Skills,Financial Management Skills,Leadership & Decision-Making Skills,Marketing Skills,Strategic Planning Skills,Consumer Behavior Analysis,Sales Management Skills,Innovation & Business Planning Skills,Food & Beverage Operations Skills,Front Office & Reservations Skills,Housekeeping Standards Skills,Events & Banquet Coordination Skills,Customer Experience & Guest Relations Skills,Clinical & Patient Care Skills,Pharmacology & Medication Skills,Community Health & Education Skills,Infection Control & Safety Skills,Nursing Assessment & Documentation Skills,Circuit Analysis & Electronics Skills,Embedded Systems Skills,Network & Telecom Skills,RF & Wireless Basics Skills,Technical Troubleshooting Skills,Classroom Management Skills,Curriculum Development Skills,Educational Technology Skills,Teaching Skills,English Communication & Writing Skills,Mathematics Instruction & Reasoning Skills,Filipino Communication & Writing Skills,Child Development & Learning Skills,Foundational Literacy & Numeracy Skills,Technical Knowledge in Degree
BSA,Financial Analyst,24,Female,No,No,2.7,92.8,91.6,87.4,71.21,78.77,84.42,79.62,52.17,71.09,67.02,81.84,83.29,71.02,75.95,56.62,72.88,72.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.17,92.73,78.26,72.45,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,21,Male,Yes,No,2.23,84.4,92.3,92.2,67.99,61.56,52.97,74.22,72.08,59.53,64.05,81.77,66.11,89.09,80.78,58.82,64.72,73.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.24,60.53,98.01,83.51,72.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,29,Female,No,No,3.0,90.5,91.4,93.3,73.47,81.47,54.75,64.85,72.77,56.24,78.31,56.83,78.07,80.31,61.95,64.62,67.26,70.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.24,72.89,96.57,59.12,62.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,25,Male,No,No,2.54,83.9,86.7,85.0,71.68,57.9,72.68,83.31,85.38,85.17,74.18,58.57,76.34,88.89,84.89,83.15,76.02,77.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.17,93.87,75.05,73.12,70.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,23,Male,No,Yes,2.19,89.7,85.5,88.0,80.6,58.49,61.44,54.83,58.59,64.09,56.66,64.5,83.02,76.75,86.4,69.83,63.01,72.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,81.49,75.35,94.55,76.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,29,Female,No,No,1.82,86.6,85.6,91.5,62.62,54.49,61.99,56.16,73.97,87.82,80.27,75.34,79.22,62.46,89.82,87.09,66.18,79.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.36,84.95,99.91,77.47,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,24,Female,No,Yes,2.26,82.4,84.1,83.9,87.19,62.31,62.61,73.75,67.19,80.38,67.23,59.16,86.05,89.34,69.34,83.12,72.24,75.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.81,61.7,99.42,82.3,59.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,21,Female,No,No,2.26,94.1,95.5,80.1,53.26,77.44,68.18,85.26,60.69,53.9,84.29,88.61,61.17,85.97,77.77,81.27,66.45,79.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78,98.72,75.8,62.53,66.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,27,Male,Yes,Yes,1.5,83.1,89.6,78.4,71.6,58.7,84.55,71.43,80.73,84.62,69.57,66.16,85.87,67.14,85.16,66.6,75.27,73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,64.49,70.12,95.23,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,29,Male,No,Yes,1.4,84.4,91.3,93.8,65.72,73.02,84.81,63.38,86.28,61.81,75.63,80.02,73.41,65.86,73.79,86.17,72.5,75.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.82,81.54,91.54,70.57,59.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,23,Female,Yes,Yes,1.66,84.2,82.2,98.2,86.01,70.83,87.29,56.56,67.93,83.42,71.82,68.62,69.96,73.96,78.22,66.83,75.34,71.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,72.82,78.69,85.48,78.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,28,Male,No,No,3.14,95.4,82.1,81.8,71.33,81.66,61.57,74.8,81.28,79.16,89.25,77.28,67.89,63.5,86.17,61.07,74.97,74.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71,97.14,80.52,81.5,71.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,21,Female,No,Yes,1.91,87.0,90.2,84.7,85.89,79.93,59.94,74.9,81.7,58.13,67.05,87.36,70.69,86.91,65.93,60.71,73.42,73.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.13,79.37,99.08,67.27,67.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,28,Female,Yes,No,1.45,87.8,95.6,91.0,86.36,64.95,73.02,74.95,83.11,66.39,77.57,63.15,68.68,82.54,85.58,68.3,74.8,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.46,84.99,65.8,76.79,83.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,24,Male,Yes,Yes,3.13,84.3,89.6,84.9,71.25,85.05,67.76,52.38,82.56,84.08,63.37,76.52,87.9,75.39,75.75,84.47,73.85,77.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.95,69.81,58.89,69.55,75.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,21,Male,Yes,Yes,1.69,95.4,90.1,80.4,56.22,77.97,70.16,55.28,79.33,57.18,62.83,67.45,74.24,56.87,86.19,74.18,66.02,70.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18,59.07,76.86,84.51,68.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,26,Female,No,Yes,1.5,91.2,88.9,89.7,68.59,87.93,85.34,65.17,67.53,74.36,71.19,87.08,78.37,65.35,88.63,66.92,74.82,76.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.97,73.96,85.34,58.71,67.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,23,Male,No,Yes,1.84,87.1,94.5,96.0,84.31,72.13,74.47,85.91,76.83,56.72,84.86,86.39,60.02,87.66,87.98,86.3,75.06,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.66,96.5,72.02,79.7,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,23,Male,No,No,2.21,91.9,86.5,79.3,59.36,80.42,75.93,69.05,65.89,74.43,64.17,62.09,72.95,82.11,59.95,88.29,70.85,71.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.28,78.41,90.92,64.78,78.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,25,Female,Yes,Yes,2.39,96.0,88.1,84.1,82.08,80.3,72.73,55.25,80.7,55.19,74.31,56.36,80.15,78.1,67.38,75.01,71.04,71.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.13,59.71,58.75,83.9,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,23,Male,Yes,No,1.84,82.1,89.8,91.5,86.37,80.14,59.34,62.89,86.68,87.19,64.17,72.58,67.84,57.4,62.5,81.85,77.1,67.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.46,77.37,91.86,69.97,69.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,22,Male,Yes,Yes,2.76,90.7,94.4,92.9,70.09,87.78,53.42,62.44,82.93,72.18,60.7,73.4,76.08,74.46,77.57,79.9,71.47,73.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25,76.97,66.46,68.09,63.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,21,Male,Yes,Yes,1.62,87.5,89.9,95.6,59.45,67.92,57.46,79.37,83.72,74.54,72.12,89.71,89.08,79.9,79.35,57.42,70.41,77.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56,58.32,90.92,77.34,83.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,28,Female,Yes,No,2.84,82.4,85.3,82.3,57.72,79.48,87.5,61.81,80.76,73.33,70.05,88.54,57.68,86.3,71.62,68.68,73.43,73.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.62,78.04,97.07,79.03,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,23,Male,Yes,No,2.72,84.9,87.5,95.5,75.84,86.55,70.14,54.77,75.48,82.7,81.05,81.92,66.04,86.11,81.43,89.18,74.25,80.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.19,97.71,79.27,74.05,68.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,27,Female,No,Yes,1.28,90.3,85.9,97.4,83.06,86.84,66.3,73.77,83.01,56.93,81.81,62.64,71.14,56.02,58.78,78.84,74.98,68.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.64,58.25,92.74,71.87,83.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,24,Male,Yes,Yes,1.83,93.8,93.2,87.1,84.02,80.02,62.55,83.74,71.5,70.94,61.74,85.63,60.99,71.38,75.99,55.18,75.46,68.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.18,98.38,72.69,82.9,83.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,29,Female,No,No,1.87,94.2,85.0,94.3,84.19,86.37,80.14,86.7,85.1,70.7,60.78,81.28,69.99,73.99,86.81,74.17,82.2,74.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69,69.1,73.75,92.41,62.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,24,Female,No,No,1.96,86.4,87.9,95.2,70.62,78.57,85.97,61.57,66.14,69.68,58.09,56.35,62.98,71.01,67.08,60.9,72.09,62.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38,69.19,61.41,95.13,66.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,25,Male,No,No,1.6,83.6,86.4,86.1,65.65,54.46,66.91,65.72,55.67,65.92,56.09,61.94,68.13,58.13,76.27,68.99,62.39,64.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.95,79.92,67.57,99.71,65.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,27,Male,No,No,3.05,95.2,95.6,98.8,69.99,55.22,61.61,52.98,62.44,80.77,64.54,79.01,64.83,66.83,74.83,78.61,63.84,71.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.01,58.8,64.46,58.19,60.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,23,Male,No,Yes,3.12,95.6,87.3,90.3,84.66,76.73,76.86,75.46,78.16,79.57,81.03,83.1,68.67,73.56,73.73,78.03,78.57,76.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.49,99.8,67.1,77.02,70.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,24,Female,Yes,Yes,2.04,94.9,87.0,89.4,54.51,66.83,76.95,61.35,84.1,79.85,55.67,64.63,73.47,63.82,64.52,85.51,70.6,67.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.91,80.76,94.87,77.35,62.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,26,Female,Yes,No,2.83,90.3,87.0,84.0,78.96,67.4,63.85,56.97,55.04,78.71,79.38,84.49,79.44,67.38,70.23,71.61,66.82,75.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72,58.22,98.89,69.62,84.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,28,Male,No,No,2.15,91.3,86.0,93.8,73.06,60.43,76.27,81.38,77.62,71.83,83.82,69.79,86.83,73.0,72.02,58.19,73.43,73.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76,81.86,99.66,70.46,71.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Junior Accountant,23,Female,No,No,2.04,83.0,92.3,78.9,61.74,87.97,86.07,72.39,72.14,55.24,87.24,65.09,76.89,86.19,84.67,83.01,72.59,80.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.77,67.82,95.42,85.9,80.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,28,Male,No,No,2.93,91.2,90.0,89.7,75.74,53.74,56.99,83.87,65.62,74.94,88.27,71.53,83.98,66.96,74.61,85.92,68.48,78.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.38,59.81,72.69,85.66,71.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,25,Male,Yes,No,2.67,83.7,95.8,80.5,62.83,66.45,61.16,77.65,54.94,55.71,75.39,72.67,57.11,75.18,67.71,65.62,63.12,68.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.48,66.46,97.7,63.96,78.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,29,Female,Yes,Yes,2.22,92.1,88.8,84.1,76.29,86.97,69.84,52.17,68.88,72.18,59.23,60.15,63.48,66.7,58.32,58.03,71.05,60.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19,79.59,91.66,73.42,62.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,21,Female,No,No,2.67,84.1,88.0,97.1,82.37,71.78,59.74,72.56,87.91,68.54,69.35,69.09,83.88,73.54,89.13,81.9,73.82,77.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.03,97.57,77.12,78.86,58.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Bookkeeper,21,Female,Yes,Yes,2.2,92.9,89.4,88.8,78.39,85.09,77.38,67.65,81.07,72.88,60.75,72.45,84.42,81.34,56.23,88.74,77.08,73.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.92,64.57,96.92,74.63,76.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Financial Analyst,25,Female,No,Yes,2.45,86.9,93.9,94.8,76.24,61.68,64.25,63.4,56.8,68.95,67.62,64.67,82.07,72.84,72.58,70.64,65.22,71.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.41,90.4,74.17,58.1,83.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Tax Associate,26,Male,Yes,Yes,1.61,95.6,87.6,99.0,60.13,59.8,82.43,66.0,86.27,61.2,61.01,87.42,88.34,62.79,55.35,86.87,69.31,73.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25,85.97,70.92,97.61,65.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,26,Male,No,No,1.54,84.1,88.5,97.6,65.25,56.51,77.49,59.2,79.36,72.69,89.42,57.16,82.95,84.42,85.79,68.98,68.42,78.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.31,69.43,84.06,63.44,71.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,Audit Associate,23,Female,No,Yes,2.76,92.8,85.2,80.9,80.31,82.78,59.89,76.27,58.7,79.03,62.28,56.24,83.35,80.11,83.86,80.67,72.83,74.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08,59.49,73.21,74.35,61.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
